tconst,name,year,rating,rating_count,story_line,genres,country,language,budget,gross,runtime,director,stars
tt2124787,Final Girl,2015.0,4.7,"14,396","A cute, shy, young girl is new to town, and looks to be the perfect, easily-duped target for a group of boys who want to use her as the final test in their murder game. Little do they know, she is skilled in areas they cannot imagine, and has a test of her own she decides to pursue.","Horror,Thriller","Canada,USA",English,"$8,000,000","$33,411",1h 24min,Tyler Shields,"Abigail Breslin,Logan Huffman,Wes Bentley"
tt0104036,The Crying Game,1992.0,7.2,"50,767","An unlikely kind of friendship develops between Fergus (Stephen Rea), an Irish Republican Army volunteer, and Jody (Forest Whitaker), a kidnapped British soldier lured into an IRA trap by Jude (Miranda Richardson), another IRA member. When the hostage-taking ends up going horribly wrong, Fergus escapes and heads to London, where he seeks out Jody's lover, a hairdresser named Dil (Jaye Davidson). Fergus adopts the name ""Jimmy"" and gets a job as a day laborer. He also starts seeing Dil, who knows nothing about Fergus' IRA background. But there is something about Dil that Fergus doesn't know, either.","Crime,Drama,Romance","Japan,UK,USA",English,"GBP2,300,000","$62,548,947",1h 52min,Neil Jordan,"Forest Whitaker,Jaye Davidson,Stephen Rea"
tt0064276,Easy Rider,1969.0,7.3,"99,197","Netting a hefty profit from their latest drug deal, hippies Wyatt and Billy decide to outfit themselves with among other things motorbikes - Wyatt complete in what they call his Captain America gear and similar motif on the bike - and chucking any structure in their lives beyond the want to get there for the event, cycle from their home base of Los Angeles to New Orleans for Mardi Gras in just over a week. They don't plan to spend their proceeds on this trip - they saving that for a more carefree life in Florida after the fact - they sleeping in the great outdoors along the way. While Wyatt is more easy going, believing in the karmic nature and practicality of helping others when they can and in turn asking for help when they need it, Billy is a little more suspicious of the people they encounter, especially in hiding their wad of cash that is stuffed into the gas tank of Wyatt's bike, that money their future. They will find that not all counter-culturalists have the exact same ...","Adventure,Drama",USA,"English,Greek, Ancient (to 1453),Spanish","$360,000","$123,276",1h 35min,Dennis Hopper,"Dennis Hopper,Jack Nicholson,Peter Fonda"
tt0472582,2:37,2006.0,6.8,"6,948","A contemporary, ensemble drama telling the complex tale of six high school students whose lives are interwoven with situations that so many of today's youth are faced with. The story takes place during a normal school day. At precisely 2:37 a tragedy will occur, affecting the lives of a group of students and their teachers. As the story unfolds, the individual stories of the six teenagers are revealed, each with its own explosive significance. An unwanted pregnancy unravels a terrible, dark secret; all is not as it appears for the seemingly confident school football hero; an outcast must deal with everyday taunts from his peers; a beautiful young girl battles an eating disorder; a stellar student constantly struggles to win his parents' approval; while another uses drugs to escape from his own demons.",Drama,Australia,English,"AUD1,000,000","$446,125",1h 35min,Murali K. Thalluri,"Frank Sweet,Sam Harris,Teresa Palmer"
tt0301470,Jeepers Creepers 2,2003.0,5.6,"58,105","Stranded on a lonely road, a schoolbus full of high school basketball players, their coaches, and cheerleaders must defend themselves from the Creeper - a flesh-eating ancient beast that resurfaces on the earth every 23 years to feed. Meanwhile, a farmer and his son set out on a personal mission to hunt the Creeper down.",Horror,USA,English,"$17,000,000","$63,102,666",1h 46min,Victor Salva,"Jonathan Breck,Nicki Aycox,Ray Wise"
tt1753383,A Dog's Purpose,2017.0,7.2,"64,691","Lasse Hallström ""The Hundred-Foot Journey"" directed this adaptation of the best-selling novel of the same name by W. Bruce Cameron, which follows a dog voiced by Josh Gad as he is reincarnated as different breeds belonging to various owners. Over the course of multiple lifetimes, the canine's existence intersects with that of a young boy who rescued him in 1962.","Adventure,Comedy,Drama","India,USA",English,"$22,000,000","$205,035,819",1h 40min,Lasse Hallström,"Dennis Quaid,Josh Gad,Peggy Lipton"
tt0077766,Jaws 2,1978.0,5.8,"70,340","Four years after the traumatic episodes at Amity Island, that was terrorized by a 25 foot long great white shark that was devouring beach goers. After the shark was destroyed, Amity Island was at peace and opened a hotel at the Holiday Inn. Days after the opening, beach goers begun to disappear along with a half eaten killer whale that was beached. Brody, was getting concerned about those incidents and, felt that another great white is on the loose.","Adventure,Horror,Thriller",USA,English,"$20,000,000","$187,884,007",1h 56min,Jeannot Szwarc,"Lorraine Gary,Murray Hamilton,Roy Scheider"
tt0088178,Stop Making Sense,1984.0,8.6,"13,019","David Byrne walks onto the stage and does a solo ""Psycho Killer."" Jerry Harrison, Tina Weymouth and Chris Frantz join him for two more songs. The crew is busy, still setting up. Then, three more musicians and two back-up singers join the band. Everybody sings, plays, harmonizes, dances, and runs. They change instruments and clothes. Bryne appears in the Big Suit. The backdrop is often black, but sometimes it displays words, images, or children's drawings. The band cooks for 18 songs, the lyrics are clear, the house rocks. In this concert film, the Talking Heads hardly talk, don't stop, and always make sense.","Documentary,Music",USA,English,"$1,200,000","$5,102,405",1h 28min,Jonathan Demme,"Alex Weir,Bernie Worrell,David Byrne"
tt2034139,The Last Exorcism Part II,2013.0,4.0,"15,692","Seventeen year-old Nell Margaret Sweetzer is found completely insane when trying to explain her possession by the demon called Abalam. After medical and psychological treatment, she is sent to the Deveraux transition house in New Orleans managed by Frank Merle, who helps her to start a new life. She finds a job as a hotel housekeeper, befriends her new roommates, and develops a crush on her coworker, Chris. Soon, Nell comes to realize that she is haunted by people from her cult... and by the same evil force that once possessed her. When Nell meets Miss Cecile, she tells Nell that she has been following her since the hospital. Further, she discloses that she belongs to the sect Order of The Right Hand, and that they can protect her from the evil in an attempt to divert the prophecy of an apocalypse. Will Nell accept help, and be protected from the extremely powerful, evil force Abalam -- Or will she come to accept... herself?","Horror,Thriller","France,USA",English,"$5,000,000","$25,051,865",1h 28min,Ed Gass-Donnelly,"Ashley Bell,Julia Garner,Spencer Treat Clark"
tt7390646,Black and Blue,2019.0,6.4,"15,641","'Black and Blue' is an action thriller about a rookie cop (Naomie Harris) who inadvertently captures the murder of a young drug dealer on her body cam. After realizing that the murder was committed by corrupt cops, she teams up with the one person from her community who is willing to help her (Tyrese Gibson) as she tries to escape both the criminals out for revenge and the police who are desperate to destroy the incriminating footage.","Action,Crime,Thriller",USA,English,"$12,000,000","$22,741,061",1h 48min,Deon Taylor,"Frank Grillo,Naomie Harris,Tyrese Gibson"
tt2102465,Varg Veum - I mørket er alle ulver grå,2011.0,6.5,"1,217","Private detective Varg Veum investigates a case where his good friend Evans, a highly decorated ex-army officer, is falsely accused of bombing armakon, a weapons storage facility, and to prove him innocent.","Action,Crime,Thriller",Norway,Norwegian,"NOK21,000,000","$1,365,236",1h 27min,Alexander Eik,"Bjørn Floberg,George Mendel,Trond Espen Seim"
tt1825683,Black Panther,2018.0,7.3,"617,333","After the events of Captain America: Civil War, Prince T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new king. However, T'Challa soon finds that he is challenged for the throne from factions within his own country. When two foes conspire to destroy Wakanda, the hero known as Black Panther must team up with C.I.A. agent Everett K. Ross and members of the Dora Milaje, Wakandan special forces, to prevent Wakanda from being dragged into a world war.","Action,Adventure,Sci-Fi",USA,"English,Korean,Nama,Swahili,Xhosa","$200,000,000","$1,347,598,739",2h 14min,Ryan Coogler,"Chadwick Boseman,Lupita Nyong'o,Michael B. Jordan"
tt0300015,I Capture the Castle,2003.0,6.9,"7,014","The film follows 17-year-old Cassandra Mortmain, and the fortunes of her eccentric family, struggling to survive in a decaying English castle. Her father is desperate to repeat the spectacular success of his first novel, but hasn't written a word for 12 years; her exquisite sister Rose can only rail against their fate, and their Bohemian step-mother Topaz is a nudist and no help at all. Salvation comes in the form of their American landlord Simon Cotton and his brother Neil. Although initially repelled by Simon, Rose is determined to make him fall in love with her and succeeds. A wedding is arranged and Cassandra is left on the sidelines as everyone around her is drawn into a maelstrom of interconnected relationships. But events spiral out of control, and before the summer ends she will experience frustrated desire, first love, and a broken heart.","Drama,Romance",UK,English,"$8,000,000","$6,586,341",1h 53min,Tim Fywell,"Bill Nighy,Romola Garai,Rose Byrne"
tt0457433,Perfect Stranger,2007.0,5.7,"44,796","Rowena Price is a muckraking reporter for a New York paper. When her story about a closeted gay Senator who preaches family values is spiked, she quits and soon finds herself investigating the grisly murder of a childhood friend. Her friend had been dumped by ad exec Harrison Hill, so he's Rowena's prime suspect. Rowena gets a job at the ad agency as a temp, and she's soon the object of Hill's attentions. She's helped in her subterfuge by Miles Haley, a friend at the paper who has a secret thing for her. Everyone, it seems, has secrets, including Hill, who must keep his affairs from his wife - her money fuels his lifestyle. Murder will out?","Crime,Mystery,Thriller",USA,English,"$60,795,000","$73,534,117",1h 49min,James Foley,"Bruce Willis,Giovanni Ribisi,Halle Berry"
tt1624426,I Will Follow,2010.0,6.0,755,"Chronicles a day in the life of a grieving woman, and the twelve visitors who help her move forward.",Drama,USA,English,"$50,000","$135,809",1h 20min,Ava DuVernay,"Michole Briana White,Omari Hardwick,Salli Richardson-Whitfield"
tt1472584,Max Steel,2016.0,4.6,"18,163","When teenage Max McGrath discovers his body can generate the universe's most powerful energy, he must bond with the only being able to contain it - a mysterious techno-organic extraterrestrial named Steel. United as the superhero Max Steel, the two friends must combat an alien menace and unlock the secrets of their past.","Action,Adventure,Fantasy","UK,USA",English,"$10,000,000","$6,272,403",1h 32min,Stewart Hendler,"Ben Winchell,Josh Brener,Maria Bello"
